Boat_Type,Manufacturer,Type,Year_Built,Length,Width,Material,Views_7_days,Country,Amount_US
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,11.89,2.17,GRP,48,United,162493.5
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,16.44,4.54,PVC,86,United,162435.0
Hardtop,ManÃ² power boats,"Used boat,Diesel",2010,12.0,3.8,GRP,73,Italy,150700.0
Motor Yacht,Linssen power boats,"Used boat,Diesel",2005,9.8,3.2,Steel,346,Switzerland,150700.0
Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2009,11.92,3.89,PVC,101,France,150700.0
Sport Boat,Scarab power boats,"new boat on order,Unleaded",2020,7.7,2.54,GRP,54,Germany,150590.0
Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,7.89,2.59,GRP,110,Germany,150216.0
Cabin Boat,Regal power boats,"new boat from stock,Unleaded",2021,7.4,2.6,GRP,142,Switzerland,22089.75
Motor Yacht,Monterey power boats,"new boat from stock,Unleaded",2017,8.4,2.5,GRP,200,Switzerland,21885.0
Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,8.0,2.5,GRP,134,Germany,148771.7
Motor Yacht,Sealine power boats,"Used boat,Diesel",2005,11.0,3.0,GRP,170,Croatia,148500.0
Trawler,Suncoast power boats,Used boat,1997,13.5,4.35,Steel,99,Netherlands,148500.0
Sport Boat,Atlantis power boats,"Used boat,Diesel",2005,11.25,3.85,GRP,80,Portugal,148500.0
Trawler,Euroship power boats,"new boat from stock,Diesel",2011,14.95,3.9,Steel,99,Netherlands,148500.0
Offshore Boat,Pursuit power boats,"Used boat,Diesel",2004,10.65,3.18,GRP,68,Italy,148500.0
"Classic,Motor Yacht",Motomar power boats,"Used boat,Diesel",1974,16.1,4.28,Wood,54,Italy,148500.0
Motor Yacht,Trawler power boats,"Used boat,Diesel",1991,14.0,4.25,GRP,44,Spain,148500.0
Flybridge,Ferretti power boats,"Used boat,Diesel",1996,13.98,4.5,GRP,57,Croatia,148500.0
Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2019,6.4,2.44,GRP,78,Spain,148500.0
Sport Boat,AXOPAR power boats,"new boat from stock,Unleaded",2020,9.4,2.95,GRP,131,Switzerland,148500.0
Flybridge,Rodman power boats,"Used boat,Diesel",2005,11.36,3.81,PVC,62,France,148500.0
Flybridge,Galeon power boats,"Used boat,Diesel",2007,10.08,3.42,GRP,78,Italy,148500.0
Center console boat,Nimbus power boats,"new boat on order,Unleaded",2020,8.15,2.6,GRP,216,Sweden,148500.0
Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,11.79,3.25,GRP,110,Italy,148500.0
Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,12.1,3.77,PVC,86,France,148500.0
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.12,2.99,PVC,54,France,148500.0
Offshore Boat,Innovazioni e Progetti power boats,"Used boat,Diesel",2003,17.4,3.8,GRP,72,Italy,148500.0
Motor Yacht,Tiara power boats,"Used boat,Diesel",1998,13.26,4.47,GRP,21,Italy,148500.0
Hardtop,Primatist power boats,"Used boat,Diesel",2007,12.41,4.06,GRP,89,Portugal,148500.0
"Flybridge,Motor Yacht",Princess power boats,"Used boat,Diesel",1995,0.9990898058252428,0.9943365695792881,Plastic,297,France,148500.0
Flybridge,Intermare power boats,Used boat,2009,10.48,3.65,GRP,106,Italy,148500.0
Sport Boat,Crownline power boats,"Used boat,Unleaded",2015,9.88,2.95,GRP,186,Germany,148500.0
Motor Yacht,Gobbi power boats,"Used boat,Diesel",2006,13.66,4.07,GRP,181,Italy,148500.0
"Cabin Boat,Motor Yacht,Sport Boat",Sea Ray power boats,"Used boat,Unleaded",2009,11.82,3.5,GRP,289,Germany,148500.0
Cabin Boat,Sea Ray power boats,"new boat on order,Unleaded",2021,8.28,2.55,GRP,140,Germany,148390.0
House Boat,Baltic power boats,new boat from stock,2020,11.98,5.0,Aluminium,43,Netherlands,147950.0
Sport Boat,BÃ©nÃ©teau power boats,new boat from stock,2020,9.98,3.32,GRP,56,France,147881.80000000002
Sport Boat,Ocean Master (US) power boats,"Used boat,Unleaded",2013,9.2,2.55,GRP,119,Switzerland,21750.0
Pilothouse,Bavaria power boats,"new boat from stock,Unleaded",2019,9.29,2.99,GRP,328,Switzerland,21750.0
"Cabin Boat,House Boat",Atlantic Motor Yachts power boats,"Used boat,Diesel",1997,11.51,4.03,Plastic,392,Switzerland,21450.0
Flybridge,Carver power boats,"Used boat,Diesel",2005,11.58,3.94,GRP,74,France,145200.0
Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2020,8.18,2.49,GRP,341,Switzerland,145200.0
Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,8.91,2.89,GRP,59,Germany,145200.0
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,17.71,5.55,GRP,160,United,155935.0
Runabout,Frauscher power boats,"Used boat,Unleaded",2010,7.17,2.25,GRP,78,Italy,144100.0
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,8.6,2.98,GRP,36,Germany,144100.0
Motor Yacht,Sealine power boats,"Used boat,Diesel",2000,12.89,4.06,PVC,103,United,154700.0
Motor Yacht,Fairline power boats,"Used boat,Diesel",1999,13.11,3.81,GRP,122,France,154700.0
Pilothouse,Sessa power boats,"Used boat,Diesel",2008,10.6,3.53,GRP,191,Switzerland,21000.0
Motor Yacht,Monterey power boats,"new boat from stock,Unleaded",2017,8.8,2.8,GRP,187,Switzerland,20985.0
Flybridge,Uniesse power boats,"Used boat,Diesel",1997,14.0,4.6,GRP,79,Italy,143000.0
Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,12.0,3.25,GRP,92,Italy,143000.0
Motor Yacht,Sunseeker power boats,Used boat,2001,11.34,3.11,GRP,81,Croatia,143000.0
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2005,11.96,3.99,GRP,77,Italy,143000.0
Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1990,13.11,4.55,GRP,125,Italy,143000.0
Hardtop,Grandezza power boats,"Used boat,Diesel",2016,8.3,2.85,PVC,144,France,143000.0
Flybridge,Rodman power boats,"Used boat,Diesel",2002,13.0,4.2,PVC,34,Spain,143000.0
Motor Yacht,Cayman power boats,"Used boat,Diesel",2006,13.9,4.25,GRP,46,Italy,143000.0
Flybridge,Mochi Craft power boats,"Used boat,Diesel",1995,16.0,4.56,GRP,53,Italy,142998.90000000002
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.26,2.95,PVC,46,Spain,142998.90000000002
Motor Yacht,Linssen power boats,"Used boat,Diesel",2000,10.1,3.45,Steel,142,Germany,142890.0
Motor Yacht,Sessa power boats,"Used boat,Diesel",2003,12.0,3.8,GRP,107,Netherlands,142725.0
Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,7.89,2.59,GRP,87,Germany,142703.0
Flybridge,Broom power boats,Used boat,1988,12.7,4.0,GRP,157,Germany,1061500.0
Flybridge,Neptunus power boats,Used boat,1992,12.9,4.1,GRP,127,Denmark,1061500.0
Pilothouse,Sarins power boats,"Used boat,Diesel",2015,7.85,2.7,GRP,157,Germany,142450.0
Trawler,Hellingskip power boats,Used boat,1999,11.0,3.85,Steel,128,Netherlands,142450.0
Hardtop,ManÃ² power boats,"Used boat,Diesel",2009,11.7,3.95,GRP,117,Austria,142450.0
Classic,Rapsody power boats,Used boat,2005,9.68,2.95,GRP,126,Netherlands,142450.0
Offshore Boat,Sunseeker power boats,"Used boat,Diesel",2005,11.88,2.28,Carbon Fiber,127,Spain,141900.0
Motor Yacht,ManÃ² power boats,"Used boat,Diesel",2008,11.0,3.94,GRP,25,Italy,141900.0
Offshore Boat,Sunseeker power boats,"Used boat,Diesel",2005,11.89,2.34,GRP,114,Spain,141900.0
Trawler,Gruno power boats,Used boat,2000,11.0,3.9,Steel,113,Netherlands,141900.0
Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,11.31,3.77,GRP,86,Croatia,141900.0
Flybridge,Princess power boats,"Used boat,Diesel",1995,12.5,4.15,GRP,139,Croatia,141900.0
Motor Yacht,President power boats,Used boat,1990,15.85,4.2,GRP,78,Spain,141900.0
Motor Yacht,Windy power boats,"Used boat,Unleaded",2017,7.88,2.46,GRP,147,Germany,141900.0
Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2002,12.65,4.22,GRP,177,Greece,141900.0
House Boat,Best power boats,"Used boat,Unleaded",2019,12.0,4.35,Plastic,525,Germany,141900.0
Sport Boat,Kaiser Bootsmanufaktur power boats,"Used boat,Electric",2017,6.25,2.4,Wood,383,Austria,141900.0
Motor Yacht,Cranchi power boats,new boat from stock,2019,9.15,2.98,GRP,177,Netherlands,141871.40000000002
Flybridge,Sealine power boats,"Used boat,Diesel",1998,13.24,4.16,PVC,94,United,152750.0
Motor Yacht,Bella power boats,"Used boat,Diesel",2014,9.12,3.35,GRP,355,Switzerland,20850.0
Sport Boat,Viper power boats,"Used boat,Unleaded",2010,9.8,3.0,Plastic,246,Switzerland,20850.0
Trawler,Pedro power boats,"Used boat,Diesel",2010,9.7,3.5,Steel,129,Germany,141350.0
Sport Boat,Cigarette power boats,"Used boat,Unleaded",2008,11.88,3.05,GRP,260,Switzerland,140800.0
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,11.37,3.85,PVC,86,France,140800.0
Hardtop,Sessa power boats,"Used boat,Diesel",2006,13.12,3.85,GRP,111,Italy,140800.0
Motor Yacht,Nimbus power boats,"Used boat,Diesel",2004,10.0,3.35,GRP,284,Finland,140800.0
Motor Yacht,Linssen power boats,"Used boat,Diesel",1991,11.5,3.7,Steel,364,Switzerland,20700.0
Center console boat,Nord Star power boats,"Used boat,Unleaded",2019,7.3,2.7,PVC,29,France,140250.0
Wakeboard/Wakesurf,Regal power boats,"new boat from stock,Unleaded",2021,7.4,2.5,GRP,193,Switzerland,20610.6
Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2011,9.74,3.42,GRP,86,Spain,139700.0
Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.5,2.94,PVC,40,France,139700.0
Pontoon Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2012,10.0,3.2,GRP,123,Italy,139700.0
House Boat,2 emme marine power boats,"Used boat,Unleaded",2020,9.96,6.31,GRP,314,Italy,139700.0
Motor Yacht,Fairline power boats,"Used boat,Diesel",2002,11.0,4.0,GRP,137,Croatia,139590.0
Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2020,9.5,2.95,GRP,431,Germany,139590.0
Center console boat,Tecnomar power boats,"Used boat,Diesel",1994,17.68,4.45,GRP,52,Italy,137500.0
Flybridge,Princess power boats,"Used boat,Diesel",1989,13.92,4.27,GRP,76,Portugal,137500.0
Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2004,11.43,3.64,GRP,73,Croatia,137500.0
Cabin Boat,Sea Ray power boats,new boat from stock,2020,7.89,2.54,GRP,191,Germany,137500.0
Flybridge,Jeanneau power boats,"Used boat,Diesel",2005,11.0,3.0,GRP,106,Croatia,137500.0
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,14.78,3.25,GRP,179,Spain,137500.0
Motor Yacht,Linssen power boats,"Used boat,Diesel",1993,12.35,3.85,Steel,134,Germany,137500.0
Hardtop,Jeanneau power boats,"Used boat,Diesel",2012,9.43,3.15,PVC,65,Croatia,137500.0
Working Boat,Rayglass power boats,"Used boat,Unleaded",2010,8.68,2.9,GRP,195,Switzerland,137500.0
Flybridge,Galeon power boats,"Used boat,Diesel",2008,9.9,3.42,GRP,73,Croatia,137500.0
Flybridge,Sealine power boats,"Used boat,Diesel",2003,10.8,3.2,GRP,84,Germany,137500.0
Motor Yacht,Bavaria power boats,"Used boat,Diesel",2006,11.8,3.84,GRP,96,Sweden,137500.0
Motor Yacht,Princess power boats,"Used boat,Diesel",2001,13.15,3.73,GRP,105,United,137500.0
Trawler,Pedro power boats,"Used boat,Diesel",2011,10.3,3.4,Steel,97,Netherlands,137500.0
Offshore Boat,Hustler power boats,"Used boat,Gas",2004,11.83,5.49,GRP,118,Slovenia,137500.0
Flybridge,Garin power boats,"Used boat,Diesel",2000,14.0,4.3,GRP,114,Spain,137500.0
"Cabin Boat,Hardtop",Saga power boats,"Used boat,Diesel",2009,9.45,3.25,GRP,239,Germany,137500.0
Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,11.35,3.84,GRP,170,Spain,137500.0
Cabin Boat,VBoats power boats,"new boat from stock,Unleaded",2020,9.58,2.99,Aluminium,148,Switzerland,20194.5
Hardtop,Aquador power boats,"new boat from stock,Unleaded",2020,7.48,2.56,GRP,166,Switzerland,20175.0
Flybridge,Forbina power boats,"Used boat,Diesel",2001,10.0,3.45,GRP,467,Switzerland,20175.0
Hardtop,Aquador power boats,"new boat from stock,Unleaded",2019,7.97,2.56,GRP,229,Switzerland,20169.0
Sport Boat,Airon Marine power boats,"new boat from stock,Unleaded",2020,7.59,2.5,GRP,110,Switzerland,20139.899999999998
Sport Boat,Pursuit power boats,"Used boat,Unleaded",2008,10.0,2.9,PVC,45,France,136400.0
Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2009,11.99,3.99,GRP,85,Croatia,136400.0
Water ski,Nautique power boats,"new boat on order,Unleaded",2020,6.67,2.49,GRP,81,Germany,136400.0
Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,11.28,3.66,GRP,127,Malta,136400.0
Sport Boat,Sessa power boats,"new boat from stock,Unleaded",2021,8.42,2.64,GRP,185,Switzerland,135814.80000000002
Sport Boat,Aquador power boats,"new boat from stock,Unleaded",2020,7.48,2.56,GRP,140,Switzerland,19875.0
Sport Boat,Aquador power boats,"new boat from stock,Unleaded",2019,7.48,2.54,GRP,179,Switzerland,19873.5
Fishing Boat,EdgeWater power boats,"new boat on order,Unleaded",2020,7.5,2.6,GRP,163,Switzerland,19869.45
Flybridge,Princess power boats,"Used boat,Diesel",1994,15.0,4.32,GRP,121,Croatia,134200.0
Motor Yacht,Italcraft power boats,"Used boat,Diesel",2008,11.85,3.6,GRP,89,Croatia,134200.0
Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,7.89,2.55,GRP,75,Germany,134090.0
Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2019,7.85,2.49,PVC,101,Spain,134090.0
Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,8.5,2.89,PVC,59,Spain,133760.0
Motor Yacht,Bavaria power boats,"Used boat,Diesel",2017,10.8,3.5,GRP,225,Italy,133650.0
Pilothouse,Jeanneau power boats,new boat on order,2020,10.5,3.35,GRP,79,Germany,133518.0
Offshore Boat,Riva power boats,"Used boat,Unleaded",1990,9.52,2.71,GRP,314,Austria,132000.0
Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",1999,15.1,4.7,GRP,57,Croatia,132000.0
Flybridge,Azimut power boats,Used boat,1993,13.44,4.35,GRP,60,Italy,132000.0
Runabout,Lex Boats power boats,Display Model,2019,7.9,2.57,GRP,146,Germany,132000.0
Flybridge,Riviera power boats,"Used boat,Diesel",2006,10.73,3.83,GRP,44,Croatia,132000.0
Hardtop,Rodman power boats,"Used boat,Diesel",2004,9.48,3.36,GRP,119,Spain,132000.0
Flybridge,Intermare power boats,"Used boat,Diesel",2004,11.7,3.77,GRP,74,Germany,132000.0
Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,10.22,3.35,PVC,57,France,132000.0
Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.0,2.97,PVC,35,France,132000.0
"Classic,Motor Yacht",Canados power boats,Used boat,1986,23.0,5.38,Wood,163,Italy,132000.0
Sport Boat,Tornado power boats,"Used boat,Diesel",1994,13.4,3.86,GRP,106,Italy,132000.0
Sport Boat,Sessa power boats,Used boat,2005,12.9,3.85,GRP,66,Italy,132000.0
Trawler,Eurobanker power boats,"Used boat,Diesel",1979,11.99,4.18,GRP,55,Slovenia,132000.0
Flybridge,Cranchi power boats,Used boat,2003,11.83,3.83,GRP,105,Italy,132000.0
Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2019,8.6,2.98,PVC,44,France,132000.0
Flybridge,Princess power boats,"Used boat,Diesel",1991,15.85,4.54,GRP,189,Italy,132000.0
Center console boat,Riva power boats,Used boat,2006,9.25,2.8,GRP,86,Italy,132000.0
Motor Yacht,Windy power boats,"Used boat,Diesel",2001,12.25,3.48,PVC,79,Turkey,132000.0
Sport Boat,Tiara power boats,"Used boat,Diesel",2005,9.37,3.45,GRP,19,Italy,132000.0
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.26,2.98,GRP,84,Germany,131890.0
Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,12.25,3.68,GRP,258,Germany,131890.0
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.1,2.98,PVC,64,France,131670.0
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.81,2.96,PVC,91,Spain,131560.0
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1993,12.8,4.15,GRP,44,Spain,131450.0
Trawler,Privateer power boats,Used boat,1999,11.6,3.8,Steel,72,Netherlands,131450.0
Center console boat,Boston Whaler power boats,Used boat,2012,7.4,2.75,GRP,41,Netherlands,131450.0
Trawler,Smelne power boats,Used boat,2003,12.05,3.85,Steel,55,Netherlands,131450.0
Trawler,Marhen power boats,Used boat,2006,10.85,3.6,Steel,38,Netherlands,131450.0
Offshore Boat,Performance power boats,"Used boat,Unleaded",2011,9.0,2.67,GRP,269,Switzerland,19350.0
Trawler,Valkkruiser power boats,"Used boat,Diesel",1990,13.54,4.02,Steel,89,Germany,130900.00000000001
Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2004,11.39,3.67,GRP,42,Croatia,130900.00000000001
Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2009,11.0,3.0,GRP,188,Croatia,130900.00000000001
Motor Yacht,Apreamare power boats,"Used boat,Diesel",2006,9.9,3.2,GRP,126,Italy,130900.00000000001
Trawler,Menorquin power boats,Used boat,2000,10.72,3.76,GRP,78,Spain,130900.00000000001
Flybridge,Azimut power boats,"Used boat,Diesel",2000,11.99,4.06,GRP,127,Italy,130900.00000000001
Trawler,Altena power boats,"Used boat,Diesel",1995,14.65,4.1,Steel,73,Finland,130900.00000000001
Trawler,Pikmeerkruiser power boats,Used boat,1995,12.1,3.8,Steel,67,Netherlands,130900.00000000001
Motor Yacht,Galeon power boats,"Used boat,Diesel",2007,10.6,3.46,GRP,230,Germany,130900.00000000001
Motor Yacht,Sessa power boats,"Used boat,Diesel",2006,12.9,3.85,GRP,75,Italy,130900.00000000001
Flybridge,Sealine power boats,"Used boat,Diesel",1994,12.8,4.16,PVC,93,France,130900.00000000001
Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,10.78,3.46,GRP,39,Croatia,130900.00000000001
Pilothouse,Aquador power boats,"new boat on order,Unleaded",2020,7.48,2.56,GRP,277,Germany,130900.00000000001
Sport Boat,BÃ©nÃ©teau power boats,Used boat,2019,8.5,2.94,PVC,49,France,130900.00000000001
Sport Boat,Baia power boats,"Used boat,Diesel",1996,13.11,3.2,PVC,44,France,130900.00000000001
Trawler,Linssen power boats,"Used boat,Diesel",2006,9.35,3.35,Steel,343,Germany,130900.00000000001
Trawler,Ijlstervlet power boats,Used boat,2006,10.5,3.7,Steel,68,Netherlands,130900.00000000001
Motor Yacht,Fairline power boats,"Used boat,Diesel",1994,12.28,4.11,GRP,125,Germany,130900.00000000001
"Motor Yacht,Sport Boat",Crownline power boats,"Used boat,Unleaded",2017,8.74,2.59,GRP,243,Croatia,130900.00000000001
Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,7.73,2.55,GRP,66,Germany,130350.00000000001
Sport Boat,Windy power boats,"Used boat,Unleaded",2000,9.42,2.96,GRP,232,Switzerland,19200.0
Motor Yacht,Elan power boats,"Used boat,Diesel",2008,10.67,3.6,GRP,140,Croatia,129800.00000000001
Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2018,8.0,2.0,PVC,138,Czech,129800.00000000001
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,9.0,2.95,PVC,192,France,129800.00000000001
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,8.81,2.96,PVC,42,France,129580.00000000001
Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,8.8,2.99,PVC,38,France,129558.00000000001
Motor Yacht,Cranchi power boats,Used boat,2005,12.99,3.45,GRP,108,Denmark,962500.0000000001
Sport Boat,Bryant Boats power boats,"new boat from stock,Unleaded",2019,7.0,2.5,GRP,785,Switzerland,18885.0
"Bowrider,Motor Yacht,Sport Boat",Windy power boats,"Used boat,Diesel",2002,12.35,3.48,GRP,2261,Switzerland,18885.0
Sport Boat,A. Mostes power boats,"Display Model,Unleaded",2019,7.25,2.5,GRP,311,Switzerland,18975.0
Sport Boat,Cranchi power boats,"Used boat,Diesel",2009,12.98,3.46,PVC,76,France,128700.00000000001
Cabin Boat,Regal power boats,"new boat from stock,Unleaded",2020,7.4,2.5,GRP,138,Germany,126913.6
Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,7.4,2.6,GRP,168,Switzerland,18692.399999999998
Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2017,9.07,2.99,PVC,138,United,136500.0
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2004,12.19,3.23,GRP,89,United,136500.0
Classic,Boesch power boats,"Used boat,Unleaded",1980,6.5,2.3,Wood,397,Lake,18675.0
Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,11.9,3.96,GRP,280,Germany,126500.00000000001
Offshore Boat,Sunseeker power boats,Used boat,2000,11.85,2.34,GRP,476,Switzerland,126500.00000000001
Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2009,9.1,3.3,PVC,182,Greece,126500.00000000001
Motor Yacht,Polaris power boats,"Used boat,Diesel",1997,13.0,3.85,Steel,108,Netherlands,126500.00000000001
Flybridge,Rodman power boats,"Used boat,Diesel",2005,12.5,4.21,GRP,41,Spain,126500.00000000001
Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2007,11.6,3.84,PVC,75,France,126500.00000000001
Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,9.12,2.98,PVC,28,France,126500.00000000001
Motor Yacht,AXOPAR power boats,Used boat,2019,9.18,2.95,GRP,173,Croatia,126500.00000000001
Motor Yacht,Monterey power boats,"Used boat,Unleaded",2007,11.5,3.5,GRP,112,Netherlands,126500.00000000001
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1997,14.3,4.2,GRP,100,Turkey,126500.00000000001
Hardtop,Cayman power boats,"Used boat,Diesel",2003,12.3,3.93,GRP,58,Italy,126500.00000000001
Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,9.12,2.94,PVC,35,France,126500.00000000001
Motor Yacht,Fratelli Aprea power boats,"Used boat,Diesel",2003,9.75,3.63,PVC,119,Croatia,126500.00000000001
Flybridge,Sealine power boats,"Used boat,Diesel",1995,10.5,3.16,GRP,83,Germany,126390.00000000001
Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2019,8.9,2.99,PVC,72,France,126390.00000000001
Motor Yacht,Cranchi power boats,new boat from stock,2019,7.85,2.49,GRP,328,Italy,126178.80000000002
